date,cold,flu,pneumonia,coronavirus
31/03/2018,0.12199,0.0539,0.14299,0.00854
01/04/2018,0.14054,0.05981,0.15726,0.00863
02/04/2018,0.15517,0.08181,0.20917,0.00954
03/04/2018,0.17799,0.08299,0.19044,0.00899
04/04/2018,0.16617,0.07545,0.19463,0.00945
05/04/2018,0.16163,0.06736,0.19653,0.00945
06/04/2018,0.17599,0.06736,0.16899,0.00745
07/04/2018,0.15435,0.06108,0.14981,0.00654
08/04/2018,0.15808,0.06617,0.1469,0.00772
09/04/2018,0.19826,0.09508,0.2219,0.00981
10/04/2018,0.1659,0.08163,0.20417,0.00836
11/04/2018,0.14754,0.07254,0.19753,0.00936
12/04/2018,0.14599,0.06945,0.20099,0.00727
13/04/2018,0.19144,0.06845,0.2059,0.00727
14/04/2018,0.34617,0.05936,0.17899,0.00645
15/04/2018,0.51116,0.06417,0.17008,0.00481
16/04/2018,0.46198,0.09163,0.24953,0.01072
17/04/2018,0.2999,0.09199,0.22026,0.0089
18/04/2018,0.26362,0.07436,0.21372,0.00945
19/04/2018,0.25744,0.07781,0.20044,0.00881
20/04/2018,0.22808,0.06754,0.19581,0.00799
21/04/2018,0.26617,0.05481,0.17672,0.00736
22/04/2018,0.25481,0.05408,0.16263,0.00463
23/04/2018,0.24326,0.08072,0.23981,0.00663
24/04/2018,0.20672,0.07981,0.2049,0.01036
25/04/2018,0.18063,0.06799,0.2189,0.00827
26/04/2018,0.16981,0.07572,0.20917,0.00818
27/04/2018,0.1599,0.06636,0.18808,0.00536
28/04/2018,0.14708,0.05354,0.16835,0.00281
29/04/2018,0.14235,0.05054,0.16144,0.00454
30/04/2018,0.17899,0.08608,0.23353,0.00636
01/05/2018,0.15881,0.06727,0.20426,0.00463
02/05/2018,0.13926,0.07208,0.23526,0.00754
03/05/2018,0.14317,0.0719,0.21999,0.00936
04/05/2018,0.13181,0.06336,0.19826,0.00727
05/05/2018,0.11263,0.04418,0.14981,0.00554
06/05/2018,0.12499,0.04754,0.14726,0.00445
07/05/2018,0.12699,0.05827,0.20063,0.00527
08/05/2018,0.17172,0.07527,0.39471,0.0079
09/05/2018,0.17781,0.07027,0.28053,0.01018
10/05/2018,0.17654,0.06354,0.22217,0.00799
11/05/2018,0.16772,0.05899,0.21526,0.00518
12/05/2018,0.16708,0.04781,0.17054,0.00418
13/05/2018,0.15344,0.04472,0.16008,0.0039
14/05/2018,0.14954,0.07536,0.2419,0.00681
15/05/2018,0.13863,0.06308,0.22517,0.00745
16/05/2018,0.15217,0.05881,0.21281,0.0079
17/05/2018,0.13781,0.05172,0.20153,0.00609
18/05/2018,0.14263,0.04808,0.2249,0.00554
19/05/2018,0.13863,0.03681,0.17044,0.00599
20/05/2018,0.14699,0.04263,0.16354,0.00645
21/05/2018,0.15572,0.06117,0.2259,0.00799
22/05/2018,0.15735,0.05018,0.18253,0.00818
23/05/2018,0.93497,0.07108,0.23744,0.00699
24/05/2018,0.19208,0.06081,0.21735,0.0069
25/05/2018,0.16244,0.05018,0.19926,0.00763
26/05/2018,0.14345,0.03745,0.17454,0.00809
27/05/2018,0.15344,0.04345,0.16299,0.00563
28/05/2018,0.1559,0.06127,0.23253,0.01054
29/05/2018,0.13363,0.05454,0.22535,0.00918
30/05/2018,0.12572,0.05054,0.21708,0.00799
31/05/2018,0.12317,0.04845,0.20208,0.00863
01/06/2018,0.11908,0.04454,0.19035,0.00554
02/06/2018,0.10508,0.03418,0.15426,0.00718
03/06/2018,0.11926,0.03336,0.1409,0.00499
04/06/2018,0.14908,0.0519,0.2209,0.00727
05/06/2018,0.15145,0.04208,0.18899,0.0059
06/06/2018,0.14554,0.03472,0.16526,0.00509
07/06/2018,0.14281,0.03972,0.19008,0.00563
08/06/2018,0.13581,0.03527,0.18481,0.00463
09/06/2018,0.10445,0.02545,0.14917,0.00599
10/06/2018,0.09881,0.02809,0.13945,0.00645
11/06/2018,0.12272,0.04281,0.18581,0.00781
12/06/2018,0.10554,0.03763,0.16835,0.00599
13/06/2018,0.10163,0.03099,0.15117,0.00481
14/06/2018,0.11026,0.03899,0.16617,0.00727
15/06/2018,0.10472,0.04072,0.16699,0.00463
16/06/2018,0.09436,0.03381,0.12826,0.00536
17/06/2018,0.10208,0.03227,0.12435,0.00654
18/06/2018,0.10272,0.04336,0.16617,0.01018
19/06/2018,0.11226,0.03908,0.16426,0.00554
20/06/2018,0.10454,0.0349,0.15817,0.00745
21/06/2018,0.09626,0.03145,0.14835,0.00463
22/06/2018,0.10172,0.03063,0.13081,0.00463
23/06/2018,0.09781,0.02518,0.11336,0.00436
24/06/2018,0.08927,0.02599,0.09663,0.00509
25/06/2018,0.10717,0.0409,0.1539,0.00281
26/06/2018,0.10681,0.03199,0.13863,0.00436
27/06/2018,0.10254,0.03199,0.13199,0.00318
28/06/2018,0.09545,0.02736,0.11563,0.00299
29/06/2018,0.08808,0.02281,0.12081,0.00454
30/06/2018,0.0859,0.02072,0.10199,0.00399
01/07/2018,0.08717,0.02245,0.0849,0.0049
02/07/2018,0.09954,0.02963,0.13117,0.00472
03/07/2018,0.09163,0.02645,0.11999,0.00372
04/07/2018,0.09299,0.02327,0.12026,0.00472
05/07/2018,0.09036,0.02372,0.12863,0.00363
06/07/2018,0.08817,0.02454,0.11236,0.00399
07/07/2018,0.09272,0.01799,0.09199,0.00354
08/07/2018,0.09536,0.02054,0.0829,0.00499
09/07/2018,0.12226,0.0319,0.12726,0.00454
10/07/2018,0.11108,0.03127,0.12381,0.00418
11/07/2018,0.10572,0.02718,0.12654,0.00727
12/07/2018,0.1059,0.02536,0.11763,0.00581
13/07/2018,0.10908,0.02199,0.10717,0.00536
14/07/2018,0.0849,0.0179,0.08472,0.00309
15/07/2018,0.09526,0.0199,0.08254,0.00509
16/07/2018,0.10754,0.02981,0.12881,0.00409
17/07/2018,0.10999,0.02854,0.10626,0.00481
18/07/2018,0.1059,0.0249,0.11417,0.00599
19/07/2018,0.09517,0.02618,0.11581,0.00418
20/07/2018,0.0719,0.02327,0.11217,0.0029
21/07/2018,0.05836,0.0229,0.08036,0.00227
22/07/2018,0.07217,0.02036,0.08272,0.00381
23/07/2018,0.0779,0.02436,0.12881,0.00418
24/07/2018,0.11881,0.02099,0.11763,0.00463
25/07/2018,0.09126,0.02063,0.11154,0.00454
26/07/2018,0.07272,0.01681,0.11181,0.0059
27/07/2018,0.06617,0.0179,0.10481,0.00645
28/07/2018,0.05163,0.01227,0.08236,0.00372
29/07/2018,0.06072,0.01572,0.07945,0.00218
30/07/2018,0.07836,0.02009,0.12535,0.00645
31/07/2018,0.15081,0.0319,0.17672,0.03127
01/08/2018,0.10099,0.02454,0.10954,0.00454
02/08/2018,0.08336,0.01799,0.11299,0.00518
03/08/2018,0.08363,0.01954,0.1169,0.00836
04/08/2018,0.06536,0.01281,0.0839,0.00354
05/08/2018,0.05927,0.01381,0.07881,0.00309
06/08/2018,0.07108,0.01963,0.12008,0.00363
07/08/2018,0.28299,0.01899,0.11326,0.00527
08/08/2018,0.07772,0.01963,0.1169,0.00409
09/08/2018,0.0689,0.02127,0.1129,0.00518
10/08/2018,0.06508,0.02027,0.10936,0.0039
11/08/2018,0.06072,0.01481,0.08381,0.00254
12/08/2018,0.06508,0.0149,0.09117,0.00336
13/08/2018,0.0659,0.0209,0.13108,0.00563
14/08/2018,0.07181,0.01945,0.11236,0.00627
15/08/2018,0.06772,0.02054,0.08717,0.00427
16/08/2018,0.0659,0.02118,0.12254,0.00681
17/08/2018,0.06899,0.02254,0.10526,0.00572
18/08/2018,0.06799,0.0179,0.09108,0.00699
19/08/2018,0.06754,0.01781,0.08299,0.00436
20/08/2018,0.08036,0.02672,0.1299,0.0059
21/08/2018,0.06772,0.02554,0.11017,0.00663
22/08/2018,0.06917,0.02663,0.11445,0.00581
23/08/2018,0.06536,0.02272,0.10926,0.00363
24/08/2018,0.07008,0.02209,0.10408,0.00381
25/08/2018,0.0649,0.01572,0.08054,0.0039
26/08/2018,0.06781,0.03263,0.07981,0.00554
27/08/2018,0.08417,0.04845,0.12199,0.00745
28/08/2018,0.07927,0.03827,0.11981,0.00818
29/08/2018,0.0779,0.03572,0.12326,0.00763
30/08/2018,0.54298,0.03618,0.11954,0.01009
31/08/2018,0.09963,0.03681,0.11672,0.00809
01/09/2018,0.07381,0.02381,0.09617,0.00481
02/09/2018,0.07727,0.02627,0.0869,0.00454
03/09/2018,0.09817,0.05436,0.13035,0.0059
04/09/2018,0.08845,0.06736,0.13063,0.00609
05/09/2018,0.0999,0.07717,0.13063,0.00609
06/09/2018,0.10636,0.08863,0.13163,0.00545
07/09/2018,0.10563,0.07636,0.12663,0.00754
08/09/2018,0.11672,0.07181,0.13281,0.03927
09/09/2018,0.14126,0.08908,0.12435,0.05627
10/09/2018,0.18881,0.14863,0.18772,0.0829
11/09/2018,0.16854,0.14417,0.15581,0.04436
12/09/2018,0.14972,0.12045,0.14326,0.02763
13/09/2018,0.13954,0.10945,0.15108,0.01999
14/09/2018,0.13226,0.10208,0.14026,0.02245
15/09/2018,0.12063,0.06963,0.12045,0.01272
16/09/2018,0.10899,0.06808,0.11017,0.01381
17/09/2018,0.13417,0.10554,0.16499,0.01545
18/09/2018,0.12908,0.11245,0.15554,0.01436
19/09/2018,0.13045,0.11017,0.16026,0.01318
20/09/2018,0.13372,0.09972,0.15363,0.01109
21/09/2018,0.12008,0.09481,0.14526,0.01036
22/09/2018,0.09772,0.06627,0.11517,0.00672
23/09/2018,0.10154,0.04863,0.09081,0.00363
24/09/2018,0.10236,0.05627,0.10008,0.00472
25/09/2018,0.13799,0.06445,0.10554,0.00499
26/09/2018,0.14663,0.0929,0.13008,0.00772
27/09/2018,0.16454,0.14472,0.17817,0.00936
28/09/2018,0.16026,0.1459,0.16263,0.00981
29/09/2018,0.11854,0.10326,0.12145,0.00681
30/09/2018,0.12435,0.10499,0.11654,0.00799
01/10/2018,0.17126,0.26381,0.17244,0.00845
02/10/2018,0.16108,0.29526,0.15508,0.00599
03/10/2018,0.13126,0.16344,0.13154,0.00736
04/10/2018,0.15172,0.2499,0.20172,0.00963
05/10/2018,0.1339,0.19017,0.16263,0.0089
06/10/2018,0.1089,0.92515,0.13181,0.00681
07/10/2018,0.12036,0.15754,0.11372,0.00436
08/10/2018,2.68582,0.25617,0.1709,0.00772
09/10/2018,0.14872,0.14208,0.12863,0.00845
10/10/2018,0.16526,0.23026,0.18281,0.00936
11/10/2018,0.16499,0.23635,0.15763,0.00699
12/10/2018,0.15663,0.24072,0.16108,0.00718
13/10/2018,0.43298,0.1929,0.13735,0.0069
14/10/2018,0.38944,0.13845,0.12508,0.00781
15/10/2018,0.15826,0.23853,0.17999,0.00799
16/10/2018,0.15499,0.21281,0.16954,0.01163
17/10/2018,0.14754,0.20817,0.17017,0.00963
18/10/2018,0.14363,0.20253,0.16754,0.00799
19/10/2018,0.13035,0.19572,0.18844,0.00899
20/10/2018,0.11408,0.15226,0.13226,0.00799
21/10/2018,0.12817,0.13672,0.12654,0.0079
22/10/2018,0.15035,0.22444,0.19917,0.01154
23/10/2018,0.14472,0.19444,0.18581,0.01663
24/10/2018,0.13635,0.19435,0.18372,0.00981
25/10/2018,0.13626,0.18208,0.18353,0.02727
26/10/2018,0.13126,0.18417,0.18208,0.01672
27/10/2018,0.11763,0.14608,0.13472,0.01309
28/10/2018,0.13363,0.15426,0.13226,0.01681
29/10/2018,0.15517,0.23417,0.20399,0.01545
30/10/2018,0.16144,0.22326,0.18653,0.01554
31/10/2018,0.13908,0.19226,0.18372,0.01627
01/11/2018,0.13754,0.20681,0.17463,0.01572
02/11/2018,0.13099,0.18817,0.16454,0.01599
03/11/2018,0.11999,0.16626,0.15326,0.01309
04/11/2018,0.12435,0.1579,0.15581,0.0089
05/11/2018,0.15826,0.27371,0.23108,0.01127
06/11/2018,0.14608,0.25617,0.23899,0.01872
07/11/2018,0.12681,0.25253,0.22772,0.01436
08/11/2018,0.13481,0.2799,0.21462,0.01499
09/11/2018,0.12317,0.2259,0.20281,0.01363
10/11/2018,0.11463,0.17726,0.17335,0.01318
11/11/2018,0.12508,0.16554,0.15926,0.00909
12/11/2018,0.16599,0.29662,0.25671,0.01436
13/11/2018,0.14317,0.2579,0.26335,0.01899
14/11/2018,0.13681,0.23853,0.24044,0.01963
15/11/2018,0.13681,0.23626,0.22881,0.0209
16/11/2018,1.51604,0.41444,0.22535,0.02081
17/11/2018,0.13554,0.18926,0.16799,0.01636
18/11/2018,0.14208,0.2299,0.15335,3.16772
19/11/2018,0.19399,0.38698,0.26671,0.05099
20/11/2018,0.1849,0.34935,0.25008,0.02799
21/11/2018,0.17263,0.31899,0.23344,0.02509
22/11/2018,0.1709,0.35762,0.22199,0.02599
23/11/2018,0.1599,0.3518,0.22335,0.02581
24/11/2018,0.15944,0.28917,0.17481,0.05118
25/11/2018,0.14072,0.28653,0.17063,0.01754
26/11/2018,0.18208,0.53589,0.27626,0.02127
27/11/2018,0.17435,0.52107,0.25608,0.03527
28/11/2018,0.16472,0.49789,0.24453,0.02863
29/11/2018,0.18199,0.53452,0.25599,0.02799
30/11/2018,0.16463,0.53898,0.23672,0.0309
01/12/2018,0.14199,0.47925,0.19781,0.01927
02/12/2018,0.15781,0.46853,0.19026,0.01536
03/12/2018,0.19672,0.92488,0.30671,0.02381
04/12/2018,0.1859,0.83442,0.29562,0.02799
05/12/2018,0.19235,0.76852,0.26281,0.02499
06/12/2018,0.18244,0.77061,0.26717,0.02872
07/12/2018,0.17972,0.8127,0.23299,0.02645
08/12/2018,0.15699,0.68061,0.19508,0.02245
09/12/2018,0.16826,0.66425,0.18853,0.0199
10/12/2018,0.23308,1.12642,0.28226,0.02254
11/12/2018,0.21117,1.03169,0.27608,0.02281
12/12/2018,0.19926,0.99533,0.25926,0.0229
13/12/2018,0.18608,1.02169,0.25771,0.02445
14/12/2018,0.18072,1.05905,0.24008,0.02318
15/12/2018,0.17872,0.9057,0.20617,0.02027
16/12/2018,0.17054,0.90279,0.21026,0.01572
17/12/2018,0.22399,1.64576,0.31835,0.0239
18/12/2018,0.19635,1.46313,0.29053,0.02963
19/12/2018,0.2139,1.53795,0.30199,0.02163
20/12/2018,0.20526,1.57877,0.28371,0.02181
21/12/2018,0.18517,1.63995,0.27181,0.02709
22/12/2018,0.17654,1.6514,0.25071,0.01563
23/12/2018,0.1659,1.30886,0.21353,0.01418
24/12/2018,0.19899,1.81158,0.28299,0.01809
25/12/2018,0.1679,1.1476,0.20244,0.01318
26/12/2018,0.22308,1.62604,0.28071,0.01618
27/12/2018,0.20026,1.2805,0.25781,0.02127
28/12/2018,0.17954,1.18841,0.24808,0.02081
29/12/2018,0.15754,0.88797,0.20072,0.01527
30/12/2018,0.14035,0.79961,0.16999,0.01018
31/12/2018,0.14808,0.88424,0.22162,0.01036
01/01/2019,0.12208,0.5767,0.17344,0.01336
02/01/2019,0.15999,0.82097,0.24235,0.01418
03/01/2019,0.16081,0.70652,0.23562,0.01763
04/01/2019,0.15008,0.63579,0.21135,0.01063
05/01/2019,0.12154,0.46116,0.18535,0.01181
06/01/2019,0.11699,0.44371,0.16799,0.00827
07/01/2019,0.15263,0.65307,0.24026,0.00909
08/01/2019,0.12245,0.48789,0.21499,0.01327
09/01/2019,0.13472,0.42607,0.20963,0.01172
10/01/2019,0.11699,0.38835,0.22362,0.01272
11/01/2019,0.10708,0.34498,0.21017,0.01118
12/01/2019,0.09472,0.26126,0.16799,0.00909
13/01/2019,0.08654,0.23581,0.15235,0.00709
14/01/2019,0.10836,0.34362,0.2219,0.00763
15/01/2019,0.09726,0.2599,0.19881,0.01081
16/01/2019,0.09754,0.23962,0.18663,0.00954
17/01/2019,0.10008,0.22099,0.17854,0.00909
18/01/2019,0.09217,0.19881,0.16999,0.00963
19/01/2019,0.07699,0.15335,0.14145,0.00681
20/01/2019,0.08663,0.15181,0.13835,0.00845
21/01/2019,0.11399,0.22699,0.21326,0.00999
22/01/2019,0.10563,0.18972,0.18499,0.00981
23/01/2019,0.10481,0.17399,0.17154,0.01209
24/01/2019,0.09463,0.17817,0.15808,0.0119
25/01/2019,0.13063,0.34944,0.15826,0.01254
26/01/2019,0.1069,0.22672,0.13963,0.00818
27/01/2019,0.08508,0.19217,0.12281,0.00718
28/01/2019,0.11326,0.27099,0.17626,0.00836
29/01/2019,0.11045,0.22626,0.16708,0.01172
30/01/2019,0.09981,0.1849,0.15872,0.01145
31/01/2019,0.09299,0.17081,0.1519,0.01145
01/02/2019,0.08072,0.14517,0.12772,0.01018
02/02/2019,0.0749,0.12626,0.11381,0.00818
03/02/2019,0.08354,0.10599,0.11472,0.00599
04/02/2019,0.07208,0.09572,0.1079,0.00336
05/02/2019,0.06999,0.09254,0.10754,0.00318
06/02/2019,0.08845,0.1109,0.11926,0.00536
07/02/2019,0.10299,0.15572,0.17208,0.0079
08/02/2019,0.0959,0.12454,0.1519,0.0099
09/02/2019,0.09436,0.09363,0.13163,0.00781
10/02/2019,0.0929,0.08536,0.10563,0.00554
11/02/2019,0.11008,0.13135,0.14681,0.00909
12/02/2019,0.10054,0.1179,0.14426,0.01045
13/02/2019,0.09545,0.10599,0.14572,0.00818
14/02/2019,0.08945,0.10345,0.13781,0.00727
15/02/2019,0.08099,0.09172,0.1329,0.0089
16/02/2019,0.06799,0.07081,0.11417,0.00818
17/02/2019,0.0799,0.07554,0.10536,0.00609
18/02/2019,0.08854,0.11799,0.1549,0.00809
19/02/2019,0.08827,0.09872,0.14472,0.0089
20/02/2019,0.0819,0.10017,0.14135,0.00854
21/02/2019,0.07645,0.0889,0.14699,0.01145
22/02/2019,0.07354,0.09545,0.14126,0.00954
23/02/2019,0.06572,0.07499,0.11045,0.0119
24/02/2019,0.06763,0.0719,0.09899,0.00718
25/02/2019,0.08463,0.11099,0.15899,0.01045
26/02/2019,0.07945,0.09899,0.14626,0.01018
27/02/2019,0.08308,0.09554,0.14054,0.01145
28/02/2019,0.07681,0.08145,0.12572,0.01199
01/03/2019,0.07317,0.07763,0.10472,0.00772
02/03/2019,0.06354,0.07599,0.11436,0.00981
03/03/2019,0.07108,0.07208,0.10363,0.00636
04/03/2019,0.09217,0.10063,0.14617,0.00963
05/03/2019,0.0829,0.08799,0.15508,0.00863
06/03/2019,0.07827,0.08617,0.14372,0.01127
07/03/2019,0.07254,0.08708,0.13708,0.00909
08/03/2019,0.07154,0.08972,0.13408,0.0079
09/03/2019,0.08254,0.07781,0.1219,0.00718
10/03/2019,3.33989,0.08545,0.12208,0.00627
11/03/2019,15.72071,0.15381,0.16272,0.00836
12/03/2019,0.12508,0.13963,0.15381,0.01227
13/03/2019,0.24781,0.13963,0.15563,0.00936
14/03/2019,0.10226,0.15599,0.15081,0.0079
15/03/2019,0.09517,0.18435,0.14254,0.00599
16/03/2019,0.08545,0.14835,0.12372,0.00654
17/03/2019,0.1099,0.17226,0.12654,0.00663
18/03/2019,0.14063,0.33508,0.17535,0.00718
19/03/2019,0.12954,0.31199,0.17635,0.01054
20/03/2019,0.12008,0.32071,0.16908,0.00999
21/03/2019,0.12163,0.33244,0.17081,0.00981
22/03/2019,0.12881,0.32499,0.1659,0.00809
23/03/2019,0.11308,0.2649,0.14035,0.00754
24/03/2019,0.12308,0.25099,0.14163,0.00499
25/03/2019,0.16881,0.50562,0.20963,0.00863
26/03/2019,0.1459,0.44298,0.19299,0.0079
27/03/2019,0.14399,0.52352,0.19899,0.0069
28/03/2019,0.13226,0.46144,0.20435,0.00918
29/03/2019,0.13154,0.43171,0.19599,0.00945
30/03/2019,0.12717,0.34526,0.16926,0.00881
31/03/2019,0.13245,0.33235,0.15826,0.00881
01/04/2019,0.16544,0.58534,0.23662,0.00799
02/04/2019,0.15754,0.55125,0.2179,0.00972
03/04/2019,0.1449,0.51043,0.20517,0.01081
04/04/2019,0.1429,0.50734,0.20408,0.01081
05/04/2019,0.13699,0.4508,0.19263,0.00781
06/04/2019,0.11345,0.39235,0.16426,0.00672
07/04/2019,0.1469,0.39244,0.16172,0.00781
08/04/2019,0.19844,0.73997,0.24553,0.0099
09/04/2019,0.18154,0.67507,0.23162,0.01018
10/04/2019,0.15481,0.61307,0.2219,0.00799
11/04/2019,0.14935,0.57652,0.20872,0.00799
12/04/2019,0.12572,0.57725,0.19235,0.00772
13/04/2019,0.11008,0.42889,0.16863,0.00718
14/04/2019,0.12726,0.40998,0.16326,0.00563
15/04/2019,0.16499,0.76015,0.24753,0.00854
16/04/2019,0.14808,0.66861,0.21872,0.00963
17/04/2019,0.14099,0.6227,0.20326,0.00954
18/04/2019,0.13445,0.57489,0.21853,0.01009
19/04/2019,0.12608,0.50934,0.20672,0.00863
20/04/2019,0.10008,0.36698,0.16581,0.00854
21/04/2019,0.16654,0.36571,0.15145,0.00872
22/04/2019,0.14408,0.62507,0.22181,0.01254
23/04/2019,0.12499,0.50671,0.21226,0.01072
24/04/2019,0.10854,0.39826,0.2009,0.00781
25/04/2019,0.10554,0.35189,0.19744,0.00963
26/04/2019,0.10881,0.29199,0.18681,0.00854
27/04/2019,0.08299,0.20299,0.15199,0.00499
28/04/2019,0.1049,0.35826,0.15263,0.00409
29/04/2019,0.17254,0.63498,0.22344,0.00918
30/04/2019,0.15035,0.48689,0.20626,0.00763
01/05/2019,0.13845,0.26735,0.17554,0.00627
02/05/2019,0.14808,0.30826,0.20753,0.00663
03/05/2019,0.13435,0.24981,0.18417,0.00718
04/05/2019,0.09872,0.19817,0.15326,0.00436
05/05/2019,0.11163,0.1569,0.13181,0.00436
06/05/2019,0.13454,0.18317,0.18699,0.00672
07/05/2019,0.18181,0.25026,0.24662,0.00736
08/05/2019,0.16899,0.20899,0.24017,0.00899
09/05/2019,0.14835,0.17526,0.22472,0.00727
10/05/2019,0.13899,0.1599,0.20599,0.00827
11/05/2019,0.13599,0.11572,0.16863,0.0069
12/05/2019,0.13935,0.12145,0.15481,0.00636
13/05/2019,0.16899,0.18126,0.23744,0.00836
14/05/2019,0.1499,0.15744,0.22444,0.0089
15/05/2019,0.15317,0.1409,0.21744,0.00581
